#hour	Tair[°C]	Prec[mm]	RH[%]	windSpeed[m/s]	windDir(°)	globRad[W/m2]
5	20.3	0	49	1.8	183	2
6	20.2	0	47	2.2	210	2
7	20.4	0	47	0.9	232	14.5
8	21.6	0	48	2.1	237	152.3
9	24.3	0	44	2	276	324.2
10	24.9	0	45	2.8	216	419.8
11	27.2	0	41	1.5	220	595.8
12	29.8	0	29	1.8	323	696.1
13	30.7	0	25	1.4	54	778.9
14	29.5	0	38	3.6	155	436.4
15	29.4	0	41	4.3	219	397.6
16	30	0	35	5.1	218	479.4
17	29.7	0	35	4.3	212	525.6
18	29.5	0	36	6	185	363.7
19	28.3	0	40	6.4	172	161.5
20	26.8	0	42	4.5	175	32.3
21	25.4	0	44	6.6	170	2.4
22	24.8	0	42	4.9	175	2
23	24.2	0	46	4.3	189	2
0	23.9	0	49	3.6	192	2
1	23.9	0	49	3.4	183	2
2	23.7	0	50	4.7	190	2
3	23.6	0	50	5.3	165	2
4	23.6	0	51	3.7	189	2
5	23.4	0	52	1.9	203	2
6	23.4	0	54	1.4	211	2
7	22.5	0	59	2.8	189	7.9
8	21.7	0	64	1.6	249	105.7
9	23.3	0	60	2.1	306	224
10	23.1	0	68	3.4	311	403.7
11	24.7	0	63	3.6	309	605.5
12	26.1	0	54	2.5	293	646.8
13	27.1	0	47	2.3	345	680.1
14	27.5	0	44	2	271	666.3
15	28.7	0	36	2.1	3	660.7
16	28.2	0	35	5.3	16	349.4
17	27.7	0	39	2.6	58	247.5
18	25.9	0	49	1.3	67	137.8
19	24.5	0	54	2	95	76.3
20	22.2	0	58	4.1	195	19.3
21	21.4	0	69	1.5	263	2.3
22	20.1	0	76	1.1	290	2
23	20.6	0	64	1.9	245	2
0	20.7	0	47	2.2	259	2
1	19.2	0	62	1.8	274	2
2	19.2	0	59	0.7	224	2
3	18.8	0	59	3	200	2
4	19	0	64	4.1	203	2
5	18.6	0	71	2	265	2
6	17.8	0	71	2.2	223	2
7	18.9	0	65	2.6	198	10.6
8	18.6	0	68	1.9	331	84.4
9	21.1	0	64	2.6	315	274
10	23.3	0	57	3.3	337	446.4
11	24.5	0	55	2.7	314	587.6
12	25.4	0	52	2.8	315	631.5
13	26.3	0	49	2.2	355	718.6
14	27.5	0	42	2.2	335	764.1
15	28.2	0	36	1.6	61	698.9
16	28.2	0	34	3.7	192	533.6
17	29	0	31	2.7	201	455.7
18	28.1	0	33	0.7	80	299
19	25	0	44	0.7	121	58.9
20	23.9	0	48	1.2	192	19.7
21	23.2	0	54	1.6	192	2.3
22	21.6	0	59	3.4	179	2
23	20.7	0	65	4.5	175	2
0	20.2	0	66	1.6	152	2
1	21.3	0	56	0.2	291	2
2	19.7	0	62	3.6	199	2
3	18.9	0	65	3.4	218	2
4	19	0	65	3.6	4	2
5	19.7	0	64	2.9	331	2
6	18.7	0	70	1.4	171	2
7	18	0	73	3.2	197	2.2
8	16.5	0	79	2.8	212	36
9	17.3	0	77	3.4	319	65.8
10	20	0	68	2.6	306	379.4
11	21.5	0	60	2.6	297	506.5
12	22.4	0	57	2.9	337	702.6
13	24.3	0	49	2.9	321	755.9
14	25.3	0	43	3	331	765.7
15	26.1	0	39	3.9	305	731.5
16	26.9	0	36	1.6	311	649.3
17	27.3	0	35	1.4	340	523
18	27.2	0	35	2.2	49	371.1
19	26.5	0	37	2.6	69	180.1
20	23.8	0	45	3	99	21.4
21	22	0	47	2.4	96	2.4
22	21.2	0	51	1.8	136	2
23	20.7	0	53	1.8	168	2
0	21.1	0	51	2.6	200	2
1	21	0	52	2.2	196	2
2	20.9	0	55	1.1	162	2
3	19.3	0	61	2.8	204	2
4	18.5	0	65	3.1	211	2
5	18.1	0	66	0.3	96	2
6	17.9	0	65	2	208	2
7	18	0	64	0.8	60	12.1
8	19.5	0	63	0.9	26	86.3
9	21.7	0	60	1.5	355	251.3
10	21.8	0	63	2.3	353	297
11	23.9	0	54	2.2	348	468.5
12	25.8	0	48	3.3	354	570.2
13	26.6	0	45	2.7	38	502.9
14	27.9	0	41	2.3	229	670.8
15	28.9	0	38	4.9	182	606.6
16	28.6	0	37	4.9	181	264
17	27.6	0	30	4	180	171.4
18	27.3	0	25	5	185	206.9
19	26.4	0	26	4.8	188	106.7
20	25.3	0	30	5.1	184	24.6
21	24.5	0	32	6.1	191	2.1
22	23.6	0	35	6.6	188	2
23	23	0	38	5.9	197	2
0	22.3	0	43	3.8	244	2
1	21.9	0	46	3.6	212	2
2	21.7	0	53	2	227	2
3	21.5	0	57	2.9	197	2
4	21.4	0	60	4.1	189	2
5	21	0	63	2.6	206	2
6	20.8	0	66	2.8	236	2
7	21	0	65	0.2	213	11.6
8	21.7	0	63	1.8	221	80.2
9	20.7	0	60	2.9	252	197.7
10	21.8	0	60	3.4	236	286.4
11	24.1	0	52	2.9	241	395.3
12	25.5	0	36	2.5	271	548.2
13	28	0	16	1.4	288	642.7
14	28.8	0	10	1.3	49	602.5
15	29	0	9	0.3	350	638
16	28.6	0	9	3.5	20	274.4
17	28.4	0	10	4.6	59	183.6
18	26.5	0	23	3.5	98	70.7
19	23.5	0	55	5.5	160	62.5
20	22.1	0	67	5.6	172	34.1
21	22	0	60	7.3	168	2.1
22	21.9	0	53	5.7	178	2
23	22.1	0	54	3.7	202	2
0	22.1	0	52	4	299	2
1	22.1	1	53	4.6	333	2
2	20.9	1.2	54	3.5	291	2
3	17.2	0.8	75	2.8	182	2
4	15.7	0.8	89	1.7	256	2
5	15.2	0.2	92	2.8	228	1.9
6	15.1	0.2	93	2	238	1.6
7	15	0	95	2.2	257	6.8
8	14.7	0	93	2	276	58.9
9	15.9	0	89	2.3	319	236.3
10	18	0	77	2	277	336.7
11	18.8	0	71	2.1	21	392.5
12	20.7	0	62	1.6	92	556.8
13	22.5	0	50	1.4	66	649.3
14	23.7	0	40	1.2	317	682.8
15	23.8	0	34	1.8	49	692.5
16	25.4	0	27	0.6	79	641.1
17	25.9	0	21	1.4	77	438.8
18	25.9	0	20	2.2	122	349.1
19	24.8	0	23	2.5	144	187.2
20	22.3	0	30	2.5	149	21.6
21	20.8	0	36	3.4	208	2.1
22	20.5	0	35	4.6	200	2
23	20.2	0	37	1	71	2
0	18.8	0	40	3	206	2
1	17.7	0	43	3.3	222	2
2	17.2	0	42	3.6	210	1.6
3	16.6	0	40	4.2	199	1.2
4	17	0	34	3.9	201	1.1
5	17.3	0	34	3.5	206	1.3
6	14.9	0	41	4.3	205	1.2
7	15.4	0	43	4.5	203	7.2
8	16.8	0	43	3.8	220	65.6
9	19.1	0	34	3.2	241	298.1
10	21.3	0	28	2.7	298	459.4
11	23.3	0	25	2.9	290	591.3
12	23.9	0	27	3.3	316	692.3
13	24.7	0	31	2.8	299	749.7
14	25.9	0	27	2.8	332	751.8
15	27.2	0	19	1.5	310	722.2
16	27.7	0	15	1.7	333	624.9
17	27.7	0	14	0.9	305	501.3
18	27.6	0	13	2.6	7	346.8
19	26.7	0	13	3.1	101	175.3
20	23.9	0	17	1.8	138	21.5
21	21.8	0	34	1.7	155	2.1
22	21.5	0	37	2.1	202	2
23	21.8	0	35	3.4	208	2
0	21.3	0	34	3.3	203	2
1	18.4	0	41	2.7	209	2
2	17.9	0	41	3.1	207	2
3	17.4	0	44	3.1	209	2
4	17.1	0	45	1.9	213	2
5	16.7	0	46	2.3	207	1.8
6	16.5	0	46	1.8	210	1.6
7	15.3	0	50	0.6	261	7.7
8	16.7	0	49	1.5	325	59.7
9	20.8	0	42	1.3	352	277.7
10	22.8	0	40	2.6	10	439.9
11	24.3	0	37	3	23	574.1
12	25.7	0	30	3.6	6	673.1
13	26.9	0	25	2.4	358	726
14	28.1	0	20	1.7	3	731
15	29.3	0	17	2.4	21	689.5
16	29.7	0	17	1.3	52	599
17	29.8	0	17	6.1	57	472.5
18	29.7	0	16	3.5	62	322.5
19	27.3	0	25	2.9	75	152.1
20	24.2	0	35	2.2	158	20.9
21	22.3	0	39	1.5	162	2.1
22	21.8	0	43	3.4	206	2
23	21.9	0	43	3.9	210	2
0	20.9	0	44	3.6	213	2
1	21.1	0	37	3.4	209	2
2	20	0	39	3.5	207	2
3	18.4	0	44	3.4	208	2
4	18.3	0	45	3.6	208	2
5	18	0	46	3.8	210	2
6	17.4	0	49	3.1	212	2
7	16.9	0	52	2.6	215	6.8
8	18.2	0	49	2	212	50.4
9	21.8	0	41	2	273	271.6
10	23.3	0	42	2.5	311	437
11	24.9	0	34	2.6	1	576.3
12	26.1	0	27	2.6	350	675
13	27.5	0	24	2.5	355	731.4
14	28.8	0	21	2.7	31	740.1
15	29.6	0	20	3.1	17	695.8
16	30.5	0	18	2.4	54	608.2
17	30.6	0	18	2.4	63	489.4
18	30.2	0	19	2.2	126	248.8
19	28.4	0	24	1.5	158	131.6
20	26.5	0	32	3.7	196	17
21	24.4	0	33	4.7	198	2
22	23.7	0	32	4.6	202	2
23	23.9	0	31	3.9	212	2
0	23.6	0	33	4.5	214	2
1	23.1	0	37	4.3	213	2
2	22.6	0	40	4.6	212	2
3	22.2	0	40	3.6	216	2
4	21.8	0	40	3.9	212	2
5	20.1	0	46	4.2	212	2
6	20.7	0	44	3.9	207	2
7	19.9	0	46	3.9	206	6.2
8	18.9	0	52	2.6	320	62.4
9	21.3	0	45	2.3	212	198.4
10	23.6	0	37	1.8	203	383.2
11	25.7	0	36	2.6	338	489.8
12	28.5	0	29	2.1	0	619.1
13	29.1	0	27	2.8	20	716
14	29.8	0	25	2.7	36	737
15	31.1	0	22	2.6	47	688.2
16	31.5	0	18	2.4	130	602.2
17	32	0	14	2.5	129	484.7
18	31.7	0	14	2.6	161	335.9
19	30.4	0	18	2.5	192	165.1
20	28.1	0	23	3.8	200	14.1
21	26.6	0	30	3.9	196	2.1
22	24	0	38	4.2	199	2
23	23.5	0	42	4.1	215	2
0	24.3	0	38	4.1	214	2
1	24.4	0	35	4.7	198	2
2	24.5	0	36	4.5	209	2
3	23.9	0	41	4.4	203	2
4	24	0	42	4.4	199	2
5	23.8	0	41	4	212	2
6	23.1	0	43	3.7	213	2
7	22.7	0	43	2.4	214	6.3
8	21.5	0	48	2.7	204	38.1
9	24.7	0	45	1.4	305	273.2
10	27.4	0	40	2.4	336	428.4
11	29.9	0	33	2	351	561.8
12	30.3	0	32	2.2	13	655
13	31.9	0	29	2.5	42	712.7
14	33.1	0	26	2.9	20	720.6
15	33.8	0	24	3.5	86	677.3
16	34.7	0	20	2.9	77	595.6
17	35.1	0	21	2.4	159	470.8
18	34.6	0	19	3.8	191	321.2
19	32.8	0	25	4	202	148.8
20	30.3	0	34	4.8	205	14.8
21	28.2	0	41	4.6	204	2
22	27.2	0	43	4.6	214	2
23	26.7	0	43	4.6	205	2
0	26.3	0	41	4.6	202	2
1	26.1	0	40	5	202	2
2	25.8	0	39	4.7	204	2
3	25.6	0	40	4.5	215	2
4	25.2	0	42	3.8	212	2
5	23.1	0	48	4.4	206	2
6	22.7	0	51	4.5	212	2
7	21.5	0	54	1.2	292	5.8
8	22	0	54	3.8	205	43.8
9	24.9	0	48	1.8	210	251.2
10	26.9	0	47	2.6	342	412.2
11	28.9	0	44	3.1	326	548.7
12	29.7	0	42	3.3	338	644.6
13	30.9	0	39	2.3	333	697.4
14	32	0	37	2.5	347	698.2
15	32.6	0	34	2.7	3	656.2
16	33.6	0	31	1.8	16	567.9
17	34.1	0	30	0.4	47	445.2
18	34.1	0	29	1.1	6	299.8
19	33.4	0	30	1.1	354	135.5
20	30.3	0	35	2.9	204	14.9
21	28.2	0	40	3.2	207	2
22	26.2	0	48	3	215	2
23	24.8	0	59	3.5	214	2
0	23.3	0	66	3.4	214	2
1	23.4	0	62	3	220	2
2	23.8	0	58	2.6	218	2
3	24.1	0	58	2.5	209	2
4	24	0	58	1	218	2
5	23.4	0	62	0.3	223	2
6	22	0	68	0.7	88	2
7	21.8	0	70	0.9	337	6
8	22.1	0	70	2.1	30	48.5
9	24	0	68	1.4	104	233
10	25.7	0	65	3.1	8	386.4
11	27.7	0	58	3.4	5	528.4
12	29.4	0	53	3.2	20	630.5
13	31.1	0	48	2.4	29	686.6
14	32.1	0	44	3.1	30	693.6
15	33.1	0	41	3.5	28	646.2
16	33.8	0	39	4.1	59	555.7
17	33.9	0	39	4.2	57	422.2
18	33	0	43	3.2	72	265.8
19	30.9	0	50	1.6	131	110.1
20	28.4	0	56	1.5	196	12.1
21	27	0	61	1.2	141	2
22	26.1	0	64	1.4	182	2
23	25.7	0	64	2.4	201	2
0	25.9	0	63	1.9	212	2
1	24.6	0	68	1.6	207	2
2	24.2	0	71	1.9	217	2
3	23.6	0	72	1.2	228	2
4	22.5	0	80	1	272	2
5	22.2	0	81	1	341	2
6	22	0	81	0.6	251	2
7	22.6	0	79	2	216	4.6
8	21.5	0	82	0.9	192	49.6
9	23.3	0	83	2.3	311	222.4
10	25.4	0	73	2	337	376.7
11	27	0	71	2.4	341	502.4
12	29	0	59	3.2	12	601.4
13	31.1	0	50	2.9	40	677.8
14	32	0	47	2.9	26	611.2
15	32.2	0	46	3.1	45	493.3
16	33.2	0	43	3.5	66	542.7
17	33.3	0	41	3.7	77	405.8
18	33.5	0	41	2.6	62	283.7
19	31.6	0	52	2.7	80	114.3
20	28.5	0	62	0.8	140	10.8
21	27.4	0	66	2.7	211	2
22	26.2	0	70	2.2	184	2
23	25.4	0	74	2.9	184	2
0	25.2	0	61	3.1	196	2
1	25.6	0	44	3.8	210	2
2	25.4	0	40	3.6	207	2
3	24.4	0	40	3.8	211	2
4	25.3	0	38	4	214	2
5	24.3	0	40	4.1	217	2
6	24.3	0	42	3.5	212	2
7	22.5	0	47	2.9	225	4.3
8	23.5	0	46	2.8	326	68.6
9	26.3	0	45	2.8	311	191.9
10	26.6	0	47	1.7	250	322
11	28	0	46	2.1	4	481.3
12	30	0	43	3.1	332	550.7
13	30.8	0	42	1.7	316	497.4
14	32	5	42	7	72	574.3
15	20.1	7.8	44	4	194	507.5
16	28.7	6.8	48	4.3	207	304.5
17	21.4	8.4	77	4.2	215	9.2
18	22.3	0.2	71	5.6	190	3.9
19	21.3	2.6	76	1.1	198	3
20	21.1	1	78	4.5	58	2.3
21	20.6	0.2	80	6.3	67	2
22	21.4	0	86	6.3	84	2
23	22.4	0	85	6.2	74	2
0	22.3	0	80	5.1	51	2
1	21.8	0	81	6.6	66	2
2	21	0	84	5.7	60	2
3	20.2	0	87	4.1	55	2
4	20	0	82	3.2	45	2
5	19.6	0	77	4.2	53	2
6	18.5	0	82	1.6	102	2
7	18	0	75	3.8	59	3.7
8	18.6	0	69	3	37	49.1
9	20.4	0	68	3.5	39	241.7
10	22.2	0	63	3.5	33	418.9
11	22.8	0	62	3.8	21	551.2
12	23.8	0	55	3	119	631.6
13	24.9	0	48	1.6	106	718.2
14	25.7	0	40	2.7	33	691.3
15	26.5	0	33	2.5	63	665.4
16	26.9	0	33	2.2	44	582.9
17	27.1	0	31	1.9	51	459.2
18	26.7	0	33	3.3	78	303.5
19	25.4	0	37	3	96	131.2
20	21.7	0	47	2.8	89	10.5
21	19.7	0	53	1.1	133	2
22	19.1	0	52	0.9	155	2
23	18.4	0	52	2.7	214	2
0	18.4	0	50	2.8	211	2
1	17.2	0	54	2.9	214	2
2	16.2	0	60	3.4	212	2
3	16.2	0	60	3.2	221	2
4	16.1	0	59	3.8	219	2
5	16.1	0	60	3.8	215	2
6	16.9	0	58	2.7	223	2
7	16.8	0	57	2.8	214	4.8
8	16.7	0	60	1.9	305	32.8
9	18.8	0	59	2	338	262.4
10	21.1	0	54	2.1	282	425.6
11	22.3	0	52	2.9	296	562.1
12	23.1	0	46	2.7	352	666.2
13	24.3	0	37	2.2	303	719.6
14	25.5	0	32	1.7	297	723.4
15	26.2	0	24	2.5	301	682.8
16	27.1	0	18	2.3	9	594.5
17	27.6	0	16	2.3	35	466.2
18	27.3	0	17	2.7	48	311.1
19	26.1	0	24	2.1	57	133
20	22.7	0	32	2	182	9.5
21	21.3	0	37	1.4	207	2
22	20.8	0	45	3.2	213	2
23	20.5	0	45	3	213	2
0	18.8	0	45	2.4	214	2
1	17.5	0	48	2	228	2
2	16.6	0	52	1.7	260	2
3	16.4	0	53	1.8	227	2
4	16.1	0	53	2.8	207	2
5	16	0	54	4	204	1.8
6	16	0	53	3.8	200	1.7
7	15.2	0	55	1.8	224	4.3
8	15	0	57	0.9	220	28.2
9	18.4	0	52	1.2	344	259.9
10	22.1	0	42	1.8	295	423.4
11	22.7	0	41	2.4	318	560.3
12	24.3	0	33	3	357	655.9
13	25.7	0	28	1.3	47	710
14	26.8	0	25	1.6	356	714.8
15	27.8	0	23	3	28	673.6
16	28.2	0	24	3	73	574.2
17	28.2	0	26	2.5	75	445.9
18	27.7	0	27	3.3	70	265
19	26.5	0	31	3.6	88	127.5
20	23.3	0	47	3.2	103	10.6
21	21.4	0	57	1.8	143	2
22	20.8	0	66	1	92	2
23	21.5	0	61	0.9	153	2
0	19.6	0	66	0.5	278	2
1	19.3	0	65	0.3	127	2
2	18.4	0	66	1	232	2
3	17	0	76	1.3	211	2
4	17.2	0	78	1.3	196	2
5	17.2	0	73	2	208	2
6	16.3	0	80	1.4	229	2
7	16.4	0	82	1.1	234	5
8	16.7	0	77	1.3	288	35.9
9	18.4	0	73	1.9	339	169.9
10	19.9	0	69	1.9	328	268.7
11	21.5	0	62	3	9	513
12	23.9	0	54	2.2	39	622.8
13	25.5	0	43	1.3	51	678.2
14	26.4	0	39	2.1	2	599.9
15	27.3	0	34	2.9	358	609.9
16	27.8	0	32	1.1	320	479.6
17	28.3	0	28	1.4	97	408.6
18	27.6	0	27	2.9	68	196.2
19	25.4	0	35	3.5	88	69.2
20	23	0	44	2.1	107	8.1
21	21.8	0	54	1.8	187	2
22	21.7	0	55	0.9	147	2
23	21.6	0	56	2.2	216	2
0	20.9	0	57	0.7	191	2
1	19.5	0	61	0.9	251	2
2	18.7	0	66	0.6	147	2
3	17.9	0	68	0.8	245	2
4	18.6	0	58	2.5	202	2
5	17.7	0	63	1.4	218	2
6	17	0	66	2	215	2
7	16.3	0	70	0.6	27	4.5
8	16.8	0	70	1.5	326	47.3
9	19.5	0	61	1.1	32	211.6
10	22.1	0	57	2.4	22	384.5
11	23.4	0	51	2.3	98	519.2
12	24.5	0	48	3.5	35	609.8
13	26.1	0	42	3.5	43	667.8
14	27.3	0	38	2.8	108	673.6
15	28.1	0	35	4	51	626.8
16	28.3	0	34	4.3	47	528.7
17	28.2	0	32	4.8	68	356.5
18	26.5	0	37	4	72	110.5
19	24.8	0	49	3.2	106	78.8
20	22.8	0	56	1.4	42	8
21	21.6	0	63	1.3	170	2
22	20.6	0	68	1.1	334	2
23	19.8	0	72	1.1	114	2
0	19.8	0	73	1.3	170	2
1	19.7	0	74	1.5	55	2
2	19	0	77	1.9	38	2
3	18.7	0	78	2.5	39	2
4	18.1	0	81	2.7	88	2
5	18	0	84	2.7	64	2
6	18.5	0	86	2.2	49	2
7	18.6	0	88	1	120	4.8
8	19.1	0	88	2.3	64	43.7
9	19.1	0	87	1.8	114	108.5
10	20.1	0	87	2.8	42	169.4
11	20.8	0	82	3.7	37	250.9
12	21.8	0	77	3.2	152	272.3
13	22.6	0	75	3.9	55	306.9
14	22.8	0	74	4.8	60	174
15	22.8	0	74	3.4	74	167.2
16	23.5	0	73	3	56	188.8
17	23.3	0.2	77	4.7	116	129.2
18	22.7	0.8	82	4.1	50	47
19	22.5	0.2	87	4	57	8.7
20	22.1	0.8	93	5.2	60	2.4
21	21.1	0.8	95	5.7	64	2
22	20.7	0.2	97	5.6	60	2
23	20.4	0.2	97	4.7	56	2
0	20.3	0	97	6.1	65	2
1	20.1	0.4	97	7.5	73	2
2	20	0.6	97	6.7	75	2
3	19.6	4	98	4.2	75	2
4	19.5	2.2	98	5.3	72	2
5	19.5	1.8	98	3.8	65	2
6	19.6	0	98	2.7	74	2
7	19.8	0	96	2.4	81	2.3
8	19.8	0	94	2.3	100	20.9
9	20	0	95	4.1	140	60.3
10	20.6	0.2	92	3.6	142	92.4
11	22.4	0	82	2.1	141	240
12	25.1	0	69	2.4	144	426.9
13	25.8	0	61	1.9	85	406.8
14	26.9	0	55	2.4	130	391.9
15	27.2	0	54	4.3	100	324.1
16	27.9	0	52	4.2	140	335.7
17	28.5	0	46	2.4	131	402.6
18	28.3	0	39	4.7	160	275.4
19	27.3	0	38	3.5	147	97.2
20	25.2	0	45	2.8	134	5.6
21	23.7	0	48	2.1	191	2
22	23	0	47	3.1	206	2
23	22.4	0	49	3.4	183	2
0	21.3	0	53	4.6	165	2
1	21.3	0	53	3.7	190	2
2	21.9	0	53	3.6	203	2
3	21.9	0	57	3	231	2
4	19.5	0	69	3.2	308	2
5	19.3	0	71	1.4	297	2
6	19.1	0	74	2.7	211	2
7	18.8	0	78	1.3	287	2.4
8	18.7	0	89	2.4	222	25.8
9	19.3	0	90	2.6	304	82.6
10	21	0	82	2.1	250	221.6
11	21	2	83	2.9	225	105.3
12	20.4	2.4	89	1.8	290	122.8
13	20	0.6	90	2.4	236	57
14	19.9	0.8	94	2.6	241	62.4
15	19.8	0.4	96	3.2	250	112.9
16	19.8	0.4	93	3.3	255	112.4
17	19.4	0.2	92	5.2	239	35.1
18	18.6	0.4	95	4.4	241	9.8
19	18.6	5.8	98	3.3	256	4.5
20	18.2	1.6	99	2.2	284	2.1
21	18.2	0.8	99	3.6	359	2
22	18.2	0.8	99	1.7	288	2
23	18.3	0.4	100	1.3	311	2
0	18.1	0	101	3	349	2
1	17.9	0.2	101	3.4	307	2
2	17.8	0	101	4.4	309	2
3	17.6	0	101	2.5	249	2
4	17.6	0.2	101	2.9	256	2
5	17.1	0	101	4.4	254	2
6	16.9	1	101	3.5	222	2
7	16.8	0.2	101	4.7	207	2.1
8	16.5	0	101	3.4	222	18.6
9	16.6	0.2	101	5	201	119.8
10	17	0.4	100	4.7	208	116.1
11	17.1	0.4	100	6.1	231	133.9
12	17.5	0.2	98	5.3	221	174.3
13	17.4	0.2	97	5.4	237	190.9
14	17.4	0.2	97	4.2	231	260.3
15	17.2	0.2	98	3.9	234	120.7
16	17.4	0.2	99	3.8	229	128
17	17.5	0	99	4	232	150.2
18	17.5	0.4	99	3.8	248	45.9
19	17.5	0.2	99	3.2	266	20.2
20	17.4	1	99	2.8	264	2.9
21	17.6	1	100	3.3	253	2
22	17.5	0.2	101	3.2	258	2
23	17.3	0	101	3.7	254	2
0	17.1	0	101	3.5	253	2
1	17.1	0.2	101	4.3	243	2
2	17	0	101	3.8	242	2
3	16.9	0.2	101	2.7	230	2
4	16.9	0	99	3.2	224	2
5	16.9	0	96	3	219	1.7
6	17.2	0	94	2.8	218	1.5
7	17.5	0	89	2.4	210	2.1
8	17.6	0	87	2.7	216	25.2
9	18.5	0	84	2.7	216	172.1
10	19.6	0	80	2.3	241	226.6
11	21.1	0	74	1.2	281	359.6
12	22.7	0	67	1.8	327	544.3
13	24.1	0	61	2.6	1	668.8
14	25.1	0	56	1.7	12	666.5
15	25.9	0	51	1.6	358	616.5
16	25.6	0	51	1.4	45	464.8
17	24.7	0	51	1.3	82	188.7
18	24.5	0	56	1.7	139	172.5
19	23.7	0	60	1.4	140	75.5
20	21.8	0	62	1.7	144	4.1
21	21.2	0	64	1.8	170	2
22	21.1	0	64	3.3	202	2
23	20.7	0	65	3.2	205	2
0	20.3	0	66	3.4	213	2
1	18.4	0	78	3.2	209	2
2	18	0	80	3.3	212	2
3	17.9	0	79	3.4	211	2
4	17.9	0	78	3	207	2
5	17.6	0	80	3.4	212	2
6	17.4	0	80	2.9	214	2
7	17.3	0	80	2.9	203	2.7
8	17.7	0	79	1.8	215	45.7
9	20.5	0	72	1.8	313	221.5
10	23.5	0	63	2.2	341	346.4
11	23	0	67	1.9	39	357.2
12	23.5	0	67	1.8	41	484.1
13	25.3	0	60	2.4	356	641.2
14	26.1	0	56	2.3	28	544.7
15	26.9	0	53	2	6	485.3
16	26.9	0	55	1.9	91	432.6
17	26.6	0	54	4.2	221	213.8
18	25.9	0	56	2.1	170	125.5
19	23.2	0	56	3.9	192	19.7
20	22	0	51	2	233	3.9
21	20.5	0	60	1.2	153	2
22	20.6	0	64	3.5	207	2
23	19.5	0	68	3.8	206	2
0	19.6	0	69	3.7	210	2
1	18.6	0	78	3.3	213	2
2	18.8	0	81	3.7	209	2
3	19.2	0	79	3.5	210	2
4	18.6	0	81	2.6	216	2
5	18.3	0	83	1.7	206	2
6	18	0	84	0.3	270	2
7	17.9	0	84	0.7	216	2.8
8	17.9	0	85	1.8	348	33
9	19.8	0	81	1.3	12	162.9
10	23.2	0	70	2.4	27	341
11	23.5	0	70	2.9	8	471.7
12	24.5	0	67	3.7	4	569.2
13	25.6	0	63	2.7	61	625.4
14	26.8	0	56	2.7	74	615.8
15	27.3	0	51	3.6	66	587.6
16	28.1	0	50	3.4	52	503
17	27.5	0	51	3.2	81	357.1
18	26.7	0	52	2	120	195.8
19	24.7	0	57	1.2	128	56.7
20	22.7	0	63	0.6	208	4.1
21	22.6	0	64	1.4	204	2
22	21.2	0	71	1.3	217	2
23	20.4	0	75	0.6	171	2
0	19.6	0	80	1.4	195	2
1	19.3	0	81	2.5	213	2
2	19.5	0	81	1.7	214	2
3	18.7	0	85	2.8	207	2
4	18.3	0	88	0.2	84	2
5	18.1	0	88	0.3	105	2
6	17.7	0	90	1.5	214	2
7	17.8	0	91	1.1	196	2.6
8	17.7	0	91	1.6	5	32
9	19.3	0	92	2.2	26	167.1
10	21.7	0	85	2.6	55	354.5
11	22.8	0	79	3.7	52	477.4
12	24.1	0	73	4.1	40	578.2
13	25.8	0	59	4	43	637
14	26.8	0	47	3.8	58	641.6
15	27.3	0	43	3.7	46	593.2
16	27.6	0	39	3.9	57	509
17	27.5	0	41	4	75	375.3
18	26.8	0	43	3.5	88	228.2
19	25.1	0	47	2.6	106	65.6
20	22.5	0	55	2.3	102	3.9
21	21.7	0	59	1.8	184	2
22	21.3	0	60	3.1	204	2
23	20.3	0	62	2.9	205	2
0	19	0	69	2.6	216	2
1	18.7	0	72	3.1	212	2
2	18.5	0	73	3.2	205	2
3	18	0	75	2.8	212	2
4	17.5	0	77	2.7	211	2
5	17.3	0	78	3.2	208	2
6	17.4	0	76	3.4	205	2
7	17	0	79	3.3	203	2.5
8	17.2	0	78	1.8	199	25.6
9	18.7	0	77	1	317	155.8
10	23.3	0	61	1.2	302	355.2
11	25.3	0	54	1.5	360	476.2
12	25.4	0	57	1.8	34	570.8
13	26.3	0	53	2.6	5	624.7
14	27.1	0	50	1.1	318	624.7
15	28.3	0	43	1.4	327	570.6
16	28.6	0	41	1.5	332	490.1
17	28.6	0	37	1.1	108	354.1
18	28	0	37	2.3	147	213.8
19	26.4	0	42	2.5	154	57.4
20	24	0	48	2	217	3.2
21	22.7	0	52	1	244	2
22	21.2	0	57	2.1	211	2
23	20.7	0	60	2.4	212	2
0	20.1	0	62	1.5	211	2
1	19.4	0	66	1.1	194	2
2	19.4	0	66	0.9	88	2
3	19.1	0	67	1.9	201	2
4	19	0	65	1.4	13	2
5	20.6	0	59	1.6	339	2
6	20.3	0	61	0.8	27	2
7	18.6	0	72	1.2	32	2.3
8	18.6	0	72	1.9	45	34.4
9	20.1	0	72	2.4	57	144.6
10	21.9	0	66	2.8	63	253.5
11	23.2	0	64	3.1	45	348.3
12	23.1	0	71	3.1	25	388.6
13	25.2	0	64	3.2	46	610.8
14	24.9	0	58	4.2	72	412.9
15	24.3	0	57	4.3	57	353.6
16	25.2	0	47	4.8	57	480.1
17	25.2	0	45	2.6	47	339.8
18	23.7	0	48	2.9	50	183.7
19	21.8	0	50	2.3	93	52.5
20	19	0	57	2.2	111	3.5
21	17.9	0	58	2.8	96	2
